product,product_uom_qty,name,location_dest_id/id,location_id/id,product_uom/id
245/45 R18 MY-02,18,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
245/45 WR17 RE-002 ADRENALIN,8,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
245/70 R16 D-674,6,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
245/70 R16 D697 OWT,9,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
255/45 R20 DESERT HAWK,5,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
255/60 R18 D-684 IMPORT,2,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
255/70 HR16 AT20 DUNLOP,2,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
265/65 HR17 D-684,17,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
265/65 R17 D697 OWT,15,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
265/70 HR16 D-680,4,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
265/70 R16 DESERT HAWK,8,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
265/70 SR16 D-694 OWT,2,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
265/75 R16 D-674 OWT,1,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
275/70 R16 D697 OWT,4,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
30 X 9.5 R15 D-674 OWT,6,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
30 X 9.5 R15 D-697 OWT,6,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
30 X9.5 R15 D-673 OWT,4,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
31 X 10.5 R15 D-674 OWT,4,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
31 X 10.5 R15 D-697 OWT,10,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
550-13 8PR MR,8,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
600-13 8PR MR,3,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
700-14 8PR MR,6,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
750-15 12PR MRD,8,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
750-16 14PR MRN,6,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
